C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_044.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_044.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_044.jpg,0,0,0,0.002161895
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_132.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_132.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_132.jpg,0,0,0,0.001708452
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_217.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_217.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_217.jpg,0,0,0,0.001482377
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_305.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_305.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_305.jpg,0,0,0,0.001497265
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_391.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_391.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_391.jpg,0,0,0,0.001961062
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_477.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_477.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_477.jpg,0,0,0,0.001869751
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_562.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_562.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_562.jpg,0,0,0,0.001706714
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_649.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_649.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_649.jpg,0,0,0,0.001467959
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_732.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_732.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_732.jpg,0,0,0,0.002161465
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_816.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_816.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_816.jpg,0,0,0,0.002775052
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_903.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_903.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_903.jpg,0,0,0,0.001869491
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_18_990.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_18_990.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_18_990.jpg,0,0,0,0.001708776
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_19_074.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_19_074.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_19_074.jpg,0,0,0,0.001950726
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_19_158.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_19_158.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_19_158.jpg,0,0,0,0.002153386
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_19_241.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_19_241.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_19_241.jpg,0,0,0,0.002794848
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_19_324.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_19_324.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_19_324.jpg,0,0,0,0.001873376
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_19_408.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_19_408.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_19_408.jpg,0,0,0,0.001730196
C:\Users\priyanshu\OneDrive\Desktop\data\IMG\center_2020_01_09_01_29_19_490.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\left_2020_01_09_01_29_19_490.jpg,C:\Users\priyanshu\OneDrive\Desktop\data\IMG\right_2020_01_09_01_29_19_490.jpg,0,0,0,0.00147053
